treat,id_no,id,size,day,week,period_quarter,egg_tot,off_tot,viability,stop
20% SYA,1,L1,0.905,1,1,1,3,4,1.333333333,n
20% SYA,1,L1,0.905,2,1,NA,11,11,1,n
20% SYA,1,L1,0.905,3,1,2,8,9,1.125,n
20% SYA,1,L1,0.905,4,1,NA,14,9,0.642857143,n
20% SYA,1,L1,0.905,5,1,3,20,17,0.85,n
20% SYA,1,L1,0.905,6,1,NA,11,5,0.454545455,n
20% SYA,1,L1,0.905,7,1,4,20,22,1.1,n
20% SYA,1,L1,0.905,9,2,1,49,31,0.632653061,n
20% SYA,1,L1,0.905,11,2,2,36,27,0.75,n
20% SYA,1,L1,0.905,13,2,3,24,19,0.791666667,n
20% SYA,1,L1,0.905,15,2,4,31,19,0.612903226,n
20% SYA,1,L1,0.905,17,3,1,17,15,0.882352941,n
20% SYA,1,L1,0.905,19,3,2,13,14,1.076923077,n
20% SYA,1,L1,0.905,21,3,3,14,11,0.785714286,n
20% SYA,1,L1,0.905,23,3,4,17,15,0.882352941,n
20% SYA,1,L1,0.905,25,4,1,12,19,1.583333333,n
20% SYA,1,L1,0.905,27,4,2,14,13,0.928571429,n
20% SYA,1,L1,0.905,29,4,3,15,13,0.866666667,n
20% SYA,1,L1,0.905,31,4,4,16,10,0.625,n
20% SYA,1,L1,0.905,33,5,1,6,2,0.333333333,n
20% SYA,1,L1,0.905,35,5,2,0,0,0,n
20% SYA,1,L1,0.905,37,5,3,1,0,0,n
20% SYA,1,L1,0.905,39,5,4,0,0,0,n
20% SYA,1,L1,0.905,41,6,1,12,0,0,n
20% SYA,1,L1,0.905,43,6,2,3,0,0,n
20% SYA,1,L1,0.905,45,6,3,0,0,0,n
20% SYA,1,L1,0.905,47,6,4,3,0,0,n
20% SYA,1,L1,0.905,49,7,1,0,0,0,n
20% SYA,1,L1,0.905,51,7,2,0,0,0,n
20% SYA,1,L1,0.905,53,7,3,1,0,0,n
20% SYA,1,L1,0.905,55,7,4,1,0,0,n
20% SYA,1,L1,0.905,57,8,1,1,0,0,n
20% SYA,1,L1,0.905,59,8,2,0,0,0,n
20% SYA,1,L1,0.905,61,8,3,0,0,0,n
20% SYA,1,L1,0.905,63,8,4,NA,NA,NA,n
20% SYA,1,L1,0.905,65,9,1,NA,NA,NA,n
20% SYA,1,L1,0.905,67,9,2,NA,NA,NA,n
20% SYA,1,L1,0.905,69,9,3,NA,NA,NA,n
20% SYA,1,L1,0.905,71,9,4,NA,NA,NA,n
20% SYA,1,L1,0.905,73,10,1,NA,NA,NA,y
20% SYA,1,L1,0.905,75,10,2,NA,NA,NA,y
20% SYA,1,L1,0.905,77,10,3,NA,NA,NA,y
20% SYA,1,L1,0.905,79,10,4,NA,NA,NA,y
20% SYA,1,L1,0.905,81,11,1,NA,NA,NA,y
20% SYA,1,L1,0.905,83,11,2,NA,NA,NA,y
100% SYA,2,L2,1.02,1,1,1,10,15,1.5,n
100% SYA,2,L2,1.02,2,1,NA,0,0,0,n
100% SYA,2,L2,1.02,3,1,2,0,0,0,n
100% SYA,2,L2,1.02,4,1,NA,1,1,1,n
100% SYA,2,L2,1.02,5,1,3,10,0,0,n
100% SYA,2,L2,1.02,6,1,NA,NA,NA,NA,n
100% SYA,2,L2,1.02,7,1,4,NA,NA,NA,n
100% SYA,2,L2,1.02,9,2,1,NA,NA,NA,n
100% SYA,2,L2,1.02,11,2,2,NA,NA,NA,n
100% SYA,2,L2,1.02,13,2,3,NA,NA,NA,n
100% SYA,2,L2,1.02,15,2,4,NA,NA,NA,n
100% SYA,2,L2,1.02,17,3,1,NA,NA,NA,n
100% SYA,2,L2,1.02,19,3,2,NA,NA,NA,n
100% SYA,2,L2,1.02,21,3,3,NA,NA,NA,n
100% SYA,2,L2,1.02,23,3,4,NA,NA,NA,n
100% SYA,2,L2,1.02,25,4,1,NA,NA,NA,n
100% SYA,2,L2,1.02,27,4,2,NA,NA,NA,n
100% SYA,2,L2,1.02,29,4,3,NA,NA,NA,n
100% SYA,2,L2,1.02,31,4,4,NA,NA,NA,n
100% SYA,2,L2,1.02,33,5,1,NA,NA,NA,n
100% SYA,2,L2,1.02,35,5,2,NA,NA,NA,n
100% SYA,2,L2,1.02,37,5,3,NA,NA,NA,n
100% SYA,2,L2,1.02,39,5,4,NA,NA,NA,n
100% SYA,2,L2,1.02,41,6,1,NA,NA,NA,n
100% SYA,2,L2,1.02,43,6,2,NA,NA,NA,n
100% SYA,2,L2,1.02,45,6,3,NA,NA,NA,n
100% SYA,2,L2,1.02,47,6,4,NA,NA,NA,n
100% SYA,2,L2,1.02,49,7,1,NA,NA,NA,n
100% SYA,2,L2,1.02,51,7,2,NA,NA,NA,n
100% SYA,2,L2,1.02,53,7,3,NA,NA,NA,n
100% SYA,2,L2,1.02,55,7,4,NA,NA,NA,n
100% SYA,2,L2,1.02,57,8,1,NA,NA,NA,n
100% SYA,2,L2,1.02,59,8,2,NA,NA,NA,n
100% SYA,2,L2,1.02,61,8,3,NA,NA,NA,n
100% SYA,2,L2,1.02,63,8,4,NA,NA,NA,n
100% SYA,2,L2,1.02,65,9,1,NA,NA,NA,n
100% SYA,2,L2,1.02,67,9,2,NA,NA,NA,n
100% SYA,2,L2,1.02,69,9,3,NA,NA,NA,n
100% SYA,2,L2,1.02,71,9,4,NA,NA,NA,n
100% SYA,2,L2,1.02,73,10,1,NA,NA,NA,y
100% SYA,2,L2,1.02,75,10,2,NA,NA,NA,y
100% SYA,2,L2,1.02,77,10,3,NA,NA,NA,y
100% SYA,2,L2,1.02,79,10,4,NA,NA,NA,y
100% SYA,2,L2,1.02,81,11,1,NA,NA,NA,y
100% SYA,2,L2,1.02,83,11,2,NA,NA,NA,y
100% SYA,3,L3,0.955,1,1,1,7,8,1.142857143,n
100% SYA,3,L3,0.955,2,1,NA,14,14,1,n
100% SYA,3,L3,0.955,3,1,2,10,6,0.6,n
100% SYA,3,L3,0.955,4,1,NA,17,13,0.764705882,n
100% SYA,3,L3,0.955,5,1,3,17,11,0.647058824,n
100% SYA,3,L3,0.955,6,1,NA,12,7,0.583333333,n
100% SYA,3,L3,0.955,7,1,4,0,0,0,n
100% SYA,3,L3,0.955,9,2,1,42,31,0.738095238,n
100% SYA,3,L3,0.955,11,2,2,24,21,0.875,n
100% SYA,3,L3,0.955,13,2,3,23,19,0.826086957,n
100% SYA,3,L3,0.955,15,2,4,23,22,0.956521739,n
100% SYA,3,L3,0.955,17,3,1,20,22,1.1,n
100% SYA,3,L3,0.955,19,3,2,13,16,1.230769231,n
100% SYA,3,L3,0.955,21,3,3,15,10,0.666666667,n
100% SYA,3,L3,0.955,23,3,4,15,15,1,n
100% SYA,3,L3,0.955,25,4,1,16,14,0.875,n
100% SYA,3,L3,0.955,27,4,2,22,17,0.772727273,n
100% SYA,3,L3,0.955,29,4,3,12,11,0.916666667,n
100% SYA,3,L3,0.955,31,4,4,20,7,0.35,n
100% SYA,3,L3,0.955,33,5,1,26,16,0.615384615,n
100% SYA,3,L3,0.955,35,5,2,18,16,0.888888889,n
100% SYA,3,L3,0.955,37,5,3,20,17,0.85,n
100% SYA,3,L3,0.955,39,5,4,13,10,0.769230769,n
100% SYA,3,L3,0.955,41,6,1,34,29,0.852941176,n
100% SYA,3,L3,0.955,43,6,2,18,14,0.777777778,n
100% SYA,3,L3,0.955,45,6,3,15,15,1,n
100% SYA,3,L3,0.955,47,6,4,14,12,0.857142857,n
100% SYA,3,L3,0.955,49,7,1,23,22,0.956521739,n
100% SYA,3,L3,0.955,51,7,2,10,9,0.9,n
100% SYA,3,L3,0.955,53,7,3,9,8,0.888888889,n
100% SYA,3,L3,0.955,55,7,4,10,7,0.7,n
100% SYA,3,L3,0.955,57,8,1,13,11,0.846153846,n
100% SYA,3,L3,0.955,59,8,2,NA,NA,NA,n
100% SYA,3,L3,0.955,61,8,3,NA,NA,NA,n
100% SYA,3,L3,0.955,63,8,4,NA,NA,NA,n
100% SYA,3,L3,0.955,65,9,1,NA,NA,NA,n
100% SYA,3,L3,0.955,67,9,2,NA,NA,NA,n
100% SYA,3,L3,0.955,69,9,3,NA,NA,NA,n
100% SYA,3,L3,0.955,71,9,4,NA,NA,NA,n
100% SYA,3,L3,0.955,73,10,1,NA,NA,NA,y
100% SYA,3,L3,0.955,75,10,2,NA,NA,NA,y
100% SYA,3,L3,0.955,77,10,3,NA,NA,NA,y
100% SYA,3,L3,0.955,79,10,4,NA,NA,NA,y
100% SYA,3,L3,0.955,81,11,1,NA,NA,NA,y
100% SYA,3,L3,0.955,83,11,2,NA,NA,NA,y
20% SYA,4,L4,1.005,1,1,1,10,13,1.3,n
20% SYA,4,L4,1.005,2,1,NA,4,3,0.75,n
20% SYA,4,L4,1.005,3,1,2,7,8,1.142857143,n
20% SYA,4,L4,1.005,4,1,NA,13,16,1.230769231,n
20% SYA,4,L4,1.005,5,1,3,13,12,0.923076923,n
20% SYA,4,L4,1.005,6,1,NA,5,5,1,n
20% SYA,4,L4,1.005,7,1,4,35,33,0.942857143,n
20% SYA,4,L4,1.005,9,2,1,40,34,0.85,n
20% SYA,4,L4,1.005,11,2,2,35,29,0.828571429,n
20% SYA,4,L4,1.005,13,2,3,23,17,0.739130435,n
20% SYA,4,L4,1.005,15,2,4,41,38,0.926829268,n
20% SYA,4,L4,1.005,17,3,1,18,11,0.611111111,n
20% SYA,4,L4,1.005,19,3,2,17,19,1.117647059,n
20% SYA,4,L4,1.005,21,3,3,10,7,0.7,n
20% SYA,4,L4,1.005,23,3,4,17,14,0.823529412,n
20% SYA,4,L4,1.005,25,4,1,18,16,0.888888889,n
20% SYA,4,L4,1.005,27,4,2,12,5,0.416666667,n
20% SYA,4,L4,1.005,29,4,3,25,19,0.76,n
20% SYA,4,L4,1.005,31,4,4,20,16,0.8,n
20% SYA,4,L4,1.005,33,5,1,11,8,0.727272727,n
20% SYA,4,L4,1.005,35,5,2,10,10,1,n
20% SYA,4,L4,1.005,37,5,3,18,15,0.833333333,n
20% SYA,4,L4,1.005,39,5,4,24,19,0.791666667,n
20% SYA,4,L4,1.005,41,6,1,18,8,0.444444444,n
20% SYA,4,L4,1.005,43,6,2,8,3,0.375,n
20% SYA,4,L4,1.005,45,6,3,7,4,0.571428571,n
20% SYA,4,L4,1.005,47,6,4,17,12,0.705882353,n
20% SYA,4,L4,1.005,49,7,1,8,3,0.375,n
20% SYA,4,L4,1.005,51,7,2,10,1,0.1,n
20% SYA,4,L4,1.005,53,7,3,0,0,0,n
20% SYA,4,L4,1.005,55,7,4,0,0,0,n
20% SYA,4,L4,1.005,57,8,1,12,7,0.583333333,n
20% SYA,4,L4,1.005,59,8,2,1,0,0,n
20% SYA,4,L4,1.005,61,8,3,3,2,0.666666667,n
20% SYA,4,L4,1.005,63,8,4,0,0,0,n
20% SYA,4,L4,1.005,65,9,1,0,0,0,n
20% SYA,4,L4,1.005,67,9,2,0,0,0,n
20% SYA,4,L4,1.005,69,9,3,0,0,0,n
20% SYA,4,L4,1.005,71,9,4,0,0,0,n
20% SYA,4,L4,1.005,73,10,1,0,0,0,y
20% SYA,4,L4,1.005,75,10,2,NA,NA,NA,y
20% SYA,4,L4,1.005,77,10,3,NA,NA,NA,y
20% SYA,4,L4,1.005,79,10,4,NA,NA,NA,y
20% SYA,4,L4,1.005,81,11,1,NA,NA,NA,y
20% SYA,4,L4,1.005,83,11,2,NA,NA,NA,y
20% SYA,5,L5,0.99,1,1,1,13,14,1.076923077,n
20% SYA,5,L5,0.99,2,1,NA,3,3,1,n
20% SYA,5,L5,0.99,3,1,2,6,10,1.666666667,n
20% SYA,5,L5,0.99,4,1,NA,8,8,1,n
20% SYA,5,L5,0.99,5,1,3,21,18,0.857142857,n
20% SYA,5,L5,0.99,6,1,NA,11,10,0.909090909,n
20% SYA,5,L5,0.99,7,1,4,22,18,0.818181818,n
20% SYA,5,L5,0.99,9,2,1,27,24,0.888888889,n
20% SYA,5,L5,0.99,11,2,2,22,18,0.818181818,n
20% SYA,5,L5,0.99,13,2,3,24,23,0.958333333,n
20% SYA,5,L5,0.99,15,2,4,24,24,1,n
20% SYA,5,L5,0.99,17,3,1,26,24,0.923076923,n
20% SYA,5,L5,0.99,19,3,2,11,18,1.636363636,n
20% SYA,5,L5,0.99,21,3,3,9,10,1.111111111,n
20% SYA,5,L5,0.99,23,3,4,13,13,1,n
20% SYA,5,L5,0.99,25,4,1,15,16,1.066666667,n
20% SYA,5,L5,0.99,27,4,2,17,14,0.823529412,n
20% SYA,5,L5,0.99,29,4,3,7,9,1.285714286,n
20% SYA,5,L5,0.99,31,4,4,14,13,0.928571429,n
20% SYA,5,L5,0.99,33,5,1,14,9,0.642857143,n
20% SYA,5,L5,0.99,35,5,2,9,7,0.777777778,n
20% SYA,5,L5,0.99,37,5,3,15,16,1.066666667,n
20% SYA,5,L5,0.99,39,5,4,8,6,0.75,n
20% SYA,5,L5,0.99,41,6,1,12,11,0.916666667,n
20% SYA,5,L5,0.99,43,6,2,10,6,0.6,n
20% SYA,5,L5,0.99,45,6,3,7,0,0,n
20% SYA,5,L5,0.99,47,6,4,9,1,0.111111111,n
20% SYA,5,L5,0.99,49,7,1,9,4,0.444444444,n
20% SYA,5,L5,0.99,51,7,2,NA,NA,NA,n
20% SYA,5,L5,0.99,53,7,3,NA,NA,NA,n
20% SYA,5,L5,0.99,55,7,4,NA,NA,NA,n
20% SYA,5,L5,0.99,57,8,1,NA,NA,NA,n
20% SYA,5,L5,0.99,59,8,2,NA,NA,NA,n
20% SYA,5,L5,0.99,61,8,3,NA,NA,NA,n
20% SYA,5,L5,0.99,63,8,4,NA,NA,NA,n
20% SYA,5,L5,0.99,65,9,1,NA,NA,NA,n
20% SYA,5,L5,0.99,67,9,2,NA,NA,NA,n
20% SYA,5,L5,0.99,69,9,3,NA,NA,NA,n
20% SYA,5,L5,0.99,71,9,4,NA,NA,NA,n
20% SYA,5,L5,0.99,73,10,1,NA,NA,NA,y
20% SYA,5,L5,0.99,75,10,2,NA,NA,NA,y
20% SYA,5,L5,0.99,77,10,3,NA,NA,NA,y
20% SYA,5,L5,0.99,79,10,4,NA,NA,NA,y
20% SYA,5,L5,0.99,81,11,1,NA,NA,NA,y
20% SYA,5,L5,0.99,83,11,2,NA,NA,NA,y
20% SYA,6,L6,1.035,1,1,1,12,13,1.083333333,n
20% SYA,6,L6,1.035,2,1,NA,9,10,1.111111111,n
20% SYA,6,L6,1.035,3,1,2,9,6,0.666666667,n
20% SYA,6,L6,1.035,4,1,NA,12,13,1.083333333,n
20% SYA,6,L6,1.035,5,1,3,17,13,0.764705882,n
20% SYA,6,L6,1.035,6,1,NA,12,10,0.833333333,n
20% SYA,6,L6,1.035,7,1,4,31,27,0.870967742,n
20% SYA,6,L6,1.035,9,2,1,40,27,0.675,n
20% SYA,6,L6,1.035,11,2,2,32,0,0,n
20% SYA,6,L6,1.035,13,2,3,23,0,0,n
20% SYA,6,L6,1.035,15,2,4,12,0,0,n
20% SYA,6,L6,1.035,17,3,1,9,13,1.444444444,n
20% SYA,6,L6,1.035,19,3,2,16,16,1,n
20% SYA,6,L6,1.035,21,3,3,9,12,1.333333333,n
20% SYA,6,L6,1.035,23,3,4,13,18,1.384615385,n
20% SYA,6,L6,1.035,25,4,1,9,9,1,n
20% SYA,6,L6,1.035,27,4,2,12,3,0.25,n
20% SYA,6,L6,1.035,29,4,3,12,0,0,n
20% SYA,6,L6,1.035,31,4,4,11,0,0,n
20% SYA,6,L6,1.035,33,5,1,22,15,0.681818182,n
20% SYA,6,L6,1.035,35,5,2,8,10,1.25,n
20% SYA,6,L6,1.035,37,5,3,15,16,1.066666667,n
20% SYA,6,L6,1.035,39,5,4,12,13,1.083333333,n
20% SYA,6,L6,1.035,41,6,1,10,10,1,n
20% SYA,6,L6,1.035,43,6,2,3,2,0.666666667,n
20% SYA,6,L6,1.035,45,6,3,10,10,1,n
20% SYA,6,L6,1.035,47,6,4,6,8,1.333333333,n
20% SYA,6,L6,1.035,49,7,1,NA,NA,NA,n
20% SYA,6,L6,1.035,51,7,2,NA,NA,NA,n
20% SYA,6,L6,1.035,53,7,3,NA,NA,NA,n
20% SYA,6,L6,1.035,55,7,4,NA,NA,NA,n
20% SYA,6,L6,1.035,57,8,1,NA,NA,NA,n
20% SYA,6,L6,1.035,59,8,2,NA,NA,NA,n
20% SYA,6,L6,1.035,61,8,3,NA,NA,NA,n
20% SYA,6,L6,1.035,63,8,4,NA,NA,NA,n
20% SYA,6,L6,1.035,65,9,1,NA,NA,NA,n
20% SYA,6,L6,1.035,67,9,2,NA,NA,NA,n
20% SYA,6,L6,1.035,69,9,3,NA,NA,NA,n
20% SYA,6,L6,1.035,71,9,4,NA,NA,NA,n
20% SYA,6,L6,1.035,73,10,1,NA,NA,NA,y
20% SYA,6,L6,1.035,75,10,2,NA,NA,NA,y
20% SYA,6,L6,1.035,77,10,3,NA,NA,NA,y
20% SYA,6,L6,1.035,79,10,4,NA,NA,NA,y
20% SYA,6,L6,1.035,81,11,1,NA,NA,NA,y
20% SYA,6,L6,1.035,83,11,2,NA,NA,NA,y
20% SYA,7,L7,0.96,1,1,1,6,8,1.333333333,n
20% SYA,7,L7,0.96,2,1,NA,13,11,0.846153846,n
20% SYA,7,L7,0.96,3,1,2,6,5,0.833333333,n
20% SYA,7,L7,0.96,4,1,NA,15,14,0.933333333,n
20% SYA,7,L7,0.96,5,1,3,21,13,0.619047619,n
20% SYA,7,L7,0.96,6,1,NA,21,18,0.857142857,n
20% SYA,7,L7,0.96,7,1,4,28,29,1.035714286,n
20% SYA,7,L7,0.96,9,2,1,43,42,0.976744186,n
20% SYA,7,L7,0.96,11,2,2,27,27,1,n
20% SYA,7,L7,0.96,13,2,3,20,22,1.1,n
20% SYA,7,L7,0.96,15,2,4,33,31,0.939393939,n
20% SYA,7,L7,0.96,17,3,1,10,14,1.4,n
20% SYA,7,L7,0.96,19,3,2,15,14,0.933333333,n
20% SYA,7,L7,0.96,21,3,3,17,13,0.764705882,n
20% SYA,7,L7,0.96,23,3,4,15,10,0.666666667,n
20% SYA,7,L7,0.96,25,4,1,16,16,1,n
20% SYA,7,L7,0.96,27,4,2,3,3,1,n
20% SYA,7,L7,0.96,29,4,3,17,15,0.882352941,n
20% SYA,7,L7,0.96,31,4,4,17,13,0.764705882,n
20% SYA,7,L7,0.96,33,5,1,14,10,0.714285714,n
20% SYA,7,L7,0.96,35,5,2,12,5,0.416666667,n
20% SYA,7,L7,0.96,37,5,3,8,2,0.25,n
20% SYA,7,L7,0.96,39,5,4,5,0,0,n
20% SYA,7,L7,0.96,41,6,1,6,0,0,n
20% SYA,7,L7,0.96,43,6,2,1,0,0,n
20% SYA,7,L7,0.96,45,6,3,5,2,0.4,n
20% SYA,7,L7,0.96,47,6,4,NA,NA,NA,n
20% SYA,7,L7,0.96,49,7,1,NA,NA,NA,n
20% SYA,7,L7,0.96,51,7,2,NA,NA,NA,n
20% SYA,7,L7,0.96,53,7,3,NA,NA,NA,n
20% SYA,7,L7,0.96,55,7,4,NA,NA,NA,n
20% SYA,7,L7,0.96,57,8,1,NA,NA,NA,n
20% SYA,7,L7,0.96,59,8,2,NA,NA,NA,n
20% SYA,7,L7,0.96,61,8,3,NA,NA,NA,n
20% SYA,7,L7,0.96,63,8,4,NA,NA,NA,n
20% SYA,7,L7,0.96,65,9,1,NA,NA,NA,n
20% SYA,7,L7,0.96,67,9,2,NA,NA,NA,n
20% SYA,7,L7,0.96,69,9,3,NA,NA,NA,n
20% SYA,7,L7,0.96,71,9,4,NA,NA,NA,n
20% SYA,7,L7,0.96,73,10,1,NA,NA,NA,y
20% SYA,7,L7,0.96,75,10,2,NA,NA,NA,y
20% SYA,7,L7,0.96,77,10,3,NA,NA,NA,y
20% SYA,7,L7,0.96,79,10,4,NA,NA,NA,y
20% SYA,7,L7,0.96,81,11,1,NA,NA,NA,y
20% SYA,7,L7,0.96,83,11,2,NA,NA,NA,y
120% SYA,8,L8,1.01,1,1,1,9,11,1.222222222,n
120% SYA,8,L8,1.01,2,1,NA,6,1,0.166666667,n
120% SYA,8,L8,1.01,3,1,2,9,5,0.555555556,n
120% SYA,8,L8,1.01,4,1,NA,18,15,0.833333333,n
120% SYA,8,L8,1.01,5,1,3,19,13,0.684210526,n
120% SYA,8,L8,1.01,6,1,NA,15,8,0.533333333,n
120% SYA,8,L8,1.01,7,1,4,13,8,0.615384615,n
120% SYA,8,L8,1.01,9,2,1,41,41,1,n
120% SYA,8,L8,1.01,11,2,2,21,22,1.047619048,n
120% SYA,8,L8,1.01,13,2,3,18,19,1.055555556,n
120% SYA,8,L8,1.01,15,2,4,21,20,0.952380952,n
120% SYA,8,L8,1.01,17,3,1,22,22,1,n
120% SYA,8,L8,1.01,19,3,2,11,10,0.909090909,n
120% SYA,8,L8,1.01,21,3,3,12,12,1,n
120% SYA,8,L8,1.01,23,3,4,11,8,0.727272727,n
120% SYA,8,L8,1.01,25,4,1,13,12,0.923076923,n
120% SYA,8,L8,1.01,27,4,2,10,8,0.8,n
120% SYA,8,L8,1.01,29,4,3,15,13,0.866666667,n
120% SYA,8,L8,1.01,31,4,4,23,19,0.826086957,n
120% SYA,8,L8,1.01,33,5,1,15,18,1.2,n
120% SYA,8,L8,1.01,35,5,2,12,7,0.583333333,n
120% SYA,8,L8,1.01,37,5,3,12,14,1.166666667,n
120% SYA,8,L8,1.01,39,5,4,13,7,0.538461538,n
120% SYA,8,L8,1.01,41,6,1,16,18,1.125,n
120% SYA,8,L8,1.01,43,6,2,7,2,0.285714286,n
120% SYA,8,L8,1.01,45,6,3,5,2,0.4,n
120% SYA,8,L8,1.01,47,6,4,5,3,0.6,n
120% SYA,8,L8,1.01,49,7,1,5,5,1,n
120% SYA,8,L8,1.01,51,7,2,2,1,0.5,n
120% SYA,8,L8,1.01,53,7,3,4,3,0.75,n
120% SYA,8,L8,1.01,55,7,4,3,2,0.666666667,n
120% SYA,8,L8,1.01,57,8,1,9,5,0.555555556,n
120% SYA,8,L8,1.01,59,8,2,0,0,0,n
120% SYA,8,L8,1.01,61,8,3,1,0,0,n
120% SYA,8,L8,1.01,63,8,4,0,0,0,n
120% SYA,8,L8,1.01,65,9,1,6,1,0.166666667,n
120% SYA,8,L8,1.01,67,9,2,NA,NA,NA,n
120% SYA,8,L8,1.01,69,9,3,NA,NA,NA,n
120% SYA,8,L8,1.01,71,9,4,NA,NA,NA,n
120% SYA,8,L8,1.01,73,10,1,NA,NA,NA,n
120% SYA,8,L8,1.01,75,10,2,NA,NA,NA,n
120% SYA,8,L8,1.01,77,10,3,NA,NA,NA,n
120% SYA,8,L8,1.01,79,10,4,NA,NA,NA,y
120% SYA,8,L8,1.01,81,11,1,NA,NA,NA,y
120% SYA,8,L8,1.01,83,11,2,NA,NA,NA,y
120% SYA,9,L9,NA,1,1,1,6,5,0.833333333,n
120% SYA,9,L9,NA,2,1,NA,13,11,0.846153846,n
120% SYA,9,L9,NA,3,1,2,10,8,0.8,n
120% SYA,9,L9,NA,4,1,NA,17,16,0.941176471,n
120% SYA,9,L9,NA,5,1,3,21,17,0.80952381,n
120% SYA,9,L9,NA,6,1,NA,8,4,0.5,n
120% SYA,9,L9,NA,7,1,4,16,11,0.6875,n
120% SYA,9,L9,NA,9,2,1,43,35,0.813953488,n
120% SYA,9,L9,NA,11,2,2,20,14,0.7,n
120% SYA,9,L9,NA,13,2,3,8,7,0.875,n
120% SYA,9,L9,NA,15,2,4,24,20,0.833333333,n
120% SYA,9,L9,NA,17,3,1,18,17,0.944444444,n
120% SYA,9,L9,NA,19,3,2,16,12,0.75,n
120% SYA,9,L9,NA,21,3,3,7,4,0.571428571,n
120% SYA,9,L9,NA,23,3,4,7,5,0.714285714,n
120% SYA,9,L9,NA,25,4,1,16,12,0.75,n
120% SYA,9,L9,NA,27,4,2,1,1,1,n
120% SYA,9,L9,NA,29,4,3,17,12,0.705882353,n
120% SYA,9,L9,NA,31,4,4,23,19,0.826086957,n
120% SYA,9,L9,NA,33,5,1,NA,NA,NA,n
120% SYA,9,L9,NA,35,5,2,NA,NA,NA,n
120% SYA,9,L9,NA,37,5,3,NA,NA,NA,n
120% SYA,9,L9,NA,39,5,4,NA,NA,NA,n
120% SYA,9,L9,NA,41,6,1,NA,NA,NA,n
120% SYA,9,L9,NA,43,6,2,NA,NA,NA,n
120% SYA,9,L9,NA,45,6,3,NA,NA,NA,n
120% SYA,9,L9,NA,47,6,4,NA,NA,NA,n
120% SYA,9,L9,NA,49,7,1,NA,NA,NA,n
120% SYA,9,L9,NA,51,7,2,NA,NA,NA,n
120% SYA,9,L9,NA,53,7,3,NA,NA,NA,n
120% SYA,9,L9,NA,55,7,4,NA,NA,NA,n
120% SYA,9,L9,NA,57,8,1,NA,NA,NA,n
120% SYA,9,L9,NA,59,8,2,NA,NA,NA,n
120% SYA,9,L9,NA,61,8,3,NA,NA,NA,n
120% SYA,9,L9,NA,63,8,4,NA,NA,NA,n
120% SYA,9,L9,NA,65,9,1,NA,NA,NA,n
120% SYA,9,L9,NA,67,9,2,NA,NA,NA,n
120% SYA,9,L9,NA,69,9,3,NA,NA,NA,n
120% SYA,9,L9,NA,71,9,4,NA,NA,NA,n
120% SYA,9,L9,NA,73,10,1,NA,NA,NA,n
120% SYA,9,L9,NA,75,10,2,NA,NA,NA,n
120% SYA,9,L9,NA,77,10,3,NA,NA,NA,n
120% SYA,9,L9,NA,79,10,4,NA,NA,NA,y
120% SYA,9,L9,NA,81,11,1,NA,NA,NA,y
120% SYA,9,L9,NA,83,11,2,NA,NA,NA,y
20% SYA,10,L10,0.91,1,1,1,0,0,0,n
20% SYA,10,L10,0.91,2,1,NA,0,0,0,n
20% SYA,10,L10,0.91,3,1,2,4,3,0.75,n
20% SYA,10,L10,0.91,4,1,NA,20,16,0.8,n
20% SYA,10,L10,0.91,5,1,3,9,9,1,n
20% SYA,10,L10,0.91,6,1,NA,3,3,1,n
20% SYA,10,L10,0.91,7,1,4,26,26,1,n
20% SYA,10,L10,0.91,9,2,1,35,30,0.857142857,n
20% SYA,10,L10,0.91,11,2,2,17,18,1.058823529,n
20% SYA,10,L10,0.91,13,2,3,17,29,1.705882353,n
20% SYA,10,L10,0.91,15,2,4,20,18,0.9,n
20% SYA,10,L10,0.91,17,3,1,18,16,0.888888889,n
20% SYA,10,L10,0.91,19,3,2,16,16,1,n
20% SYA,10,L10,0.91,21,3,3,3,4,1.333333333,n
20% SYA,10,L10,0.91,23,3,4,12,9,0.75,n
20% SYA,10,L10,0.91,25,4,1,17,15,0.882352941,n
20% SYA,10,L10,0.91,27,4,2,11,8,0.727272727,n
20% SYA,10,L10,0.91,29,4,3,10,9,0.9,n
20% SYA,10,L10,0.91,31,4,4,19,12,0.631578947,n
20% SYA,10,L10,0.91,33,5,1,35,20,0.571428571,n
20% SYA,10,L10,0.91,35,5,2,18,15,0.833333333,n
20% SYA,10,L10,0.91,37,5,3,18,17,0.944444444,n
20% SYA,10,L10,0.91,39,5,4,27,15,0.555555556,n
20% SYA,10,L10,0.91,41,6,1,29,22,0.75862069,n
20% SYA,10,L10,0.91,43,6,2,1,1,1,n
20% SYA,10,L10,0.91,45,6,3,0,0,0,n
20% SYA,10,L10,0.91,47,6,4,0,0,0,n
20% SYA,10,L10,0.91,49,7,1,4,1,0.25,n
20% SYA,10,L10,0.91,51,7,2,1,1,1,n
20% SYA,10,L10,0.91,53,7,3,1,1,1,n
20% SYA,10,L10,0.91,55,7,4,1,0,0,n
20% SYA,10,L10,0.91,57,8,1,12,5,0.416666667,n
20% SYA,10,L10,0.91,59,8,2,0,0,0,n
20% SYA,10,L10,0.91,61,8,3,0,0,0,n
20% SYA,10,L10,0.91,63,8,4,0,0,0,n
