treat,id_no,id,size,day,week,period_quarter,egg_tot,off_tot,viability,stop
120% SYA,76,L76,1.08,41,6,1,9,7,0.777777778,n
120% SYA,76,L76,1.08,43,6,2,11,0,0,n
120% SYA,76,L76,1.08,45,6,3,9,0,0,n
120% SYA,76,L76,1.08,47,6,4,5,0,0,n
120% SYA,76,L76,1.08,49,7,1,8,0,0,n
120% SYA,76,L76,1.08,51,7,2,0,0,0,n
120% SYA,76,L76,1.08,53,7,3,1,0,0,n
120% SYA,76,L76,1.08,55,7,4,0,0,0,n
120% SYA,76,L76,1.08,57,8,1,0,0,0,n
120% SYA,76,L76,1.08,59,8,2,0,0,0,n
120% SYA,76,L76,1.08,61,8,3,0,0,0,n
120% SYA,76,L76,1.08,63,8,4,NA,NA,NA,n
120% SYA,76,L76,1.08,65,9,1,NA,NA,NA,n
120% SYA,76,L76,1.08,67,9,2,NA,NA,NA,n
120% SYA,76,L76,1.08,69,9,3,NA,NA,NA,n
120% SYA,76,L76,1.08,71,9,4,NA,NA,NA,n
120% SYA,76,L76,1.08,73,10,1,NA,NA,NA,n
120% SYA,76,L76,1.08,75,10,2,NA,NA,NA,n
120% SYA,76,L76,1.08,77,10,3,NA,NA,NA,n
120% SYA,76,L76,1.08,79,10,4,NA,NA,NA,y
120% SYA,76,L76,1.08,81,11,1,NA,NA,NA,y
120% SYA,76,L76,1.08,83,11,2,NA,NA,NA,y
20% SYA,77,L77,NA,1,1,1,10,9,0.9,n
20% SYA,77,L77,NA,2,1,NA,3,4,1.333333333,n
20% SYA,77,L77,NA,3,1,2,8,8,1,n
20% SYA,77,L77,NA,4,1,NA,4,4,1,n
20% SYA,77,L77,NA,5,1,3,9,8,0.888888889,n
20% SYA,77,L77,NA,6,1,NA,13,12,0.923076923,n
20% SYA,77,L77,NA,7,1,4,27,24,0.888888889,n
20% SYA,77,L77,NA,9,2,1,37,35,0.945945946,n
20% SYA,77,L77,NA,11,2,2,31,32,1.032258065,n
20% SYA,77,L77,NA,13,2,3,21,21,1,n
20% SYA,77,L77,NA,15,2,4,17,3,0.176470588,n
20% SYA,77,L77,NA,17,3,1,26,17,0.653846154,n
20% SYA,77,L77,NA,19,3,2,15,13,0.866666667,n
20% SYA,77,L77,NA,21,3,3,11,9,0.818181818,n
20% SYA,77,L77,NA,23,3,4,12,12,1,n
20% SYA,77,L77,NA,25,4,1,25,24,0.96,n
20% SYA,77,L77,NA,27,4,2,21,17,0.80952381,n
20% SYA,77,L77,NA,29,4,3,8,6,0.75,n
20% SYA,77,L77,NA,31,4,4,6,3,0.5,n
20% SYA,77,L77,NA,33,5,1,29,16,0.551724138,n
20% SYA,77,L77,NA,35,5,2,18,12,0.666666667,n
20% SYA,77,L77,NA,37,5,3,14,8,0.571428571,n
20% SYA,77,L77,NA,39,5,4,0,0,0,n
20% SYA,77,L77,NA,41,6,1,31,30,0.967741935,n
20% SYA,77,L77,NA,43,6,2,1,1,1,n
20% SYA,77,L77,NA,45,6,3,0,0,0,n
20% SYA,77,L77,NA,47,6,4,0,0,0,n
20% SYA,77,L77,NA,49,7,1,2,0,0,n
20% SYA,77,L77,NA,51,7,2,0,0,0,n
20% SYA,77,L77,NA,53,7,3,0,0,0,n
20% SYA,77,L77,NA,55,7,4,0,0,0,n
20% SYA,77,L77,NA,57,8,1,6,0,0,n
20% SYA,77,L77,NA,59,8,2,0,0,0,n
20% SYA,77,L77,NA,61,8,3,0,0,0,n
20% SYA,77,L77,NA,63,8,4,0,0,0,n
20% SYA,77,L77,NA,65,9,1,0,0,0,n
20% SYA,77,L77,NA,67,9,2,0,0,0,n
20% SYA,77,L77,NA,69,9,3,0,0,0,n
20% SYA,77,L77,NA,71,9,4,0,0,0,n
20% SYA,77,L77,NA,73,10,1,NA,NA,NA,y
20% SYA,77,L77,NA,75,10,2,NA,NA,NA,y
20% SYA,77,L77,NA,77,10,3,NA,NA,NA,y
20% SYA,77,L77,NA,79,10,4,NA,NA,NA,y
20% SYA,77,L77,NA,81,11,1,NA,NA,NA,y
20% SYA,77,L77,NA,83,11,2,NA,NA,NA,y
120% SYA,78,L78,NA,1,1,1,10,6,0.6,n
120% SYA,78,L78,NA,2,1,NA,29,28,0.965517241,n
120% SYA,78,L78,NA,3,1,2,7,6,0.857142857,n
120% SYA,78,L78,NA,4,1,NA,13,11,0.846153846,n
120% SYA,78,L78,NA,5,1,3,14,14,1,n
120% SYA,78,L78,NA,6,1,NA,NA,NA,NA,n
120% SYA,78,L78,NA,7,1,4,NA,NA,NA,n
120% SYA,78,L78,NA,9,2,1,NA,NA,NA,n
120% SYA,78,L78,NA,11,2,2,NA,NA,NA,n
120% SYA,78,L78,NA,13,2,3,NA,NA,NA,n
120% SYA,78,L78,NA,15,2,4,NA,NA,NA,n
120% SYA,78,L78,NA,17,3,1,NA,NA,NA,n
120% SYA,78,L78,NA,19,3,2,NA,NA,NA,n
120% SYA,78,L78,NA,21,3,3,NA,NA,NA,n
120% SYA,78,L78,NA,23,3,4,NA,NA,NA,n
120% SYA,78,L78,NA,25,4,1,NA,NA,NA,n
120% SYA,78,L78,NA,27,4,2,NA,NA,NA,n
120% SYA,78,L78,NA,29,4,3,NA,NA,NA,n
120% SYA,78,L78,NA,31,4,4,NA,NA,NA,n
120% SYA,78,L78,NA,33,5,1,NA,NA,NA,n
120% SYA,78,L78,NA,35,5,2,NA,NA,NA,n
120% SYA,78,L78,NA,37,5,3,NA,NA,NA,n
120% SYA,78,L78,NA,39,5,4,NA,NA,NA,n
120% SYA,78,L78,NA,41,6,1,NA,NA,NA,n
120% SYA,78,L78,NA,43,6,2,NA,NA,NA,n
120% SYA,78,L78,NA,45,6,3,NA,NA,NA,n
120% SYA,78,L78,NA,47,6,4,NA,NA,NA,n
120% SYA,78,L78,NA,49,7,1,NA,NA,NA,n
120% SYA,78,L78,NA,51,7,2,NA,NA,NA,n
120% SYA,78,L78,NA,53,7,3,NA,NA,NA,n
120% SYA,78,L78,NA,55,7,4,NA,NA,NA,n
120% SYA,78,L78,NA,57,8,1,NA,NA,NA,n
120% SYA,78,L78,NA,59,8,2,NA,NA,NA,n
120% SYA,78,L78,NA,61,8,3,NA,NA,NA,n
120% SYA,78,L78,NA,63,8,4,NA,NA,NA,n
120% SYA,78,L78,NA,65,9,1,NA,NA,NA,n
120% SYA,78,L78,NA,67,9,2,NA,NA,NA,n
120% SYA,78,L78,NA,69,9,3,NA,NA,NA,n
120% SYA,78,L78,NA,71,9,4,NA,NA,NA,n
120% SYA,78,L78,NA,73,10,1,NA,NA,NA,n
120% SYA,78,L78,NA,75,10,2,NA,NA,NA,n
120% SYA,78,L78,NA,77,10,3,NA,NA,NA,n
120% SYA,78,L78,NA,79,10,4,NA,NA,NA,y
120% SYA,78,L78,NA,81,11,1,NA,NA,NA,y
120% SYA,78,L78,NA,83,11,2,NA,NA,NA,y
120% SYA,79,L79,0.97,1,1,1,11,10,0.909090909,n
120% SYA,79,L79,0.97,2,1,NA,11,11,1,n
120% SYA,79,L79,0.97,3,1,2,7,6,0.857142857,n
120% SYA,79,L79,0.97,4,1,NA,1,0,0,n
120% SYA,79,L79,0.97,5,1,3,0,0,0,n
120% SYA,79,L79,0.97,6,1,NA,26,4,0.153846154,n
120% SYA,79,L79,0.97,7,1,4,0,0,0,n
120% SYA,79,L79,0.97,9,2,1,60,54,0.9,n
120% SYA,79,L79,0.97,11,2,2,22,21,0.954545455,n
120% SYA,79,L79,0.97,13,2,3,19,19,1,n
120% SYA,79,L79,0.97,15,2,4,33,29,0.878787879,n
120% SYA,79,L79,0.97,17,3,1,26,20,0.769230769,n
120% SYA,79,L79,0.97,19,3,2,22,14,0.636363636,n
120% SYA,79,L79,0.97,21,3,3,21,15,0.714285714,n
120% SYA,79,L79,0.97,23,3,4,28,22,0.785714286,n
120% SYA,79,L79,0.97,25,4,1,32,27,0.84375,n
120% SYA,79,L79,0.97,27,4,2,15,15,1,n
120% SYA,79,L79,0.97,29,4,3,24,24,1,n
120% SYA,79,L79,0.97,31,4,4,28,22,0.785714286,n
120% SYA,79,L79,0.97,33,5,1,27,23,0.851851852,n
120% SYA,79,L79,0.97,35,5,2,10,4,0.4,n
120% SYA,79,L79,0.97,37,5,3,23,22,0.956521739,n
120% SYA,79,L79,0.97,39,5,4,23,20,0.869565217,n
120% SYA,79,L79,0.97,41,6,1,26,14,0.538461538,n
120% SYA,79,L79,0.97,43,6,2,4,4,1,n
120% SYA,79,L79,0.97,45,6,3,16,12,0.75,n
120% SYA,79,L79,0.97,47,6,4,10,7,0.7,n
120% SYA,79,L79,0.97,49,7,1,12,9,0.75,n
120% SYA,79,L79,0.97,51,7,2,0,0,0,n
120% SYA,79,L79,0.97,53,7,3,0,0,0,n
120% SYA,79,L79,0.97,55,7,4,0,0,0,n
120% SYA,79,L79,0.97,57,8,1,0,0,0,n
120% SYA,79,L79,0.97,59,8,2,0,0,0,n
120% SYA,79,L79,0.97,61,8,3,0,0,0,n
120% SYA,79,L79,0.97,63,8,4,NA,NA,NA,n
120% SYA,79,L79,0.97,65,9,1,NA,NA,NA,n
120% SYA,79,L79,0.97,67,9,2,NA,NA,NA,n
120% SYA,79,L79,0.97,69,9,3,NA,NA,NA,n
120% SYA,79,L79,0.97,71,9,4,NA,NA,NA,n
120% SYA,79,L79,0.97,73,10,1,NA,NA,NA,n
120% SYA,79,L79,0.97,75,10,2,NA,NA,NA,n
120% SYA,79,L79,0.97,77,10,3,NA,NA,NA,n
120% SYA,79,L79,0.97,79,10,4,NA,NA,NA,y
120% SYA,79,L79,0.97,81,11,1,NA,NA,NA,y
120% SYA,79,L79,0.97,83,11,2,NA,NA,NA,y
100% SYA,80,L80,1.055,1,1,1,10,7,0.7,n
100% SYA,80,L80,1.055,2,1,NA,0,0,0,n
100% SYA,80,L80,1.055,3,1,2,1,0,0,n
100% SYA,80,L80,1.055,4,1,NA,0,0,0,n
100% SYA,80,L80,1.055,5,1,3,5,1,0.2,n
100% SYA,80,L80,1.055,6,1,NA,2,2,1,n
100% SYA,80,L80,1.055,7,1,4,1,0,0,n
100% SYA,80,L80,1.055,9,2,1,9,5,0.555555556,n
100% SYA,80,L80,1.055,11,2,2,3,1,0.333333333,n
100% SYA,80,L80,1.055,13,2,3,7,6,0.857142857,n
100% SYA,80,L80,1.055,15,2,4,10,5,0.5,n
100% SYA,80,L80,1.055,17,3,1,9,6,0.666666667,n
100% SYA,80,L80,1.055,19,3,2,9,6,0.666666667,n
100% SYA,80,L80,1.055,21,3,3,7,3,0.428571429,n
100% SYA,80,L80,1.055,23,3,4,13,8,0.615384615,n
100% SYA,80,L80,1.055,25,4,1,9,6,0.666666667,n
100% SYA,80,L80,1.055,27,4,2,8,1,0.125,n
100% SYA,80,L80,1.055,29,4,3,5,2,0.4,n
100% SYA,80,L80,1.055,31,4,4,0,0,0,n
100% SYA,80,L80,1.055,33,5,1,4,2,0.5,n
100% SYA,80,L80,1.055,35,5,2,0,0,0,n
100% SYA,80,L80,1.055,37,5,3,NA,NA,NA,n
100% SYA,80,L80,1.055,39,5,4,NA,NA,NA,n
100% SYA,80,L80,1.055,41,6,1,NA,NA,NA,n
100% SYA,80,L80,1.055,43,6,2,NA,NA,NA,n
100% SYA,80,L80,1.055,45,6,3,NA,NA,NA,n
100% SYA,80,L80,1.055,47,6,4,NA,NA,NA,n
100% SYA,80,L80,1.055,49,7,1,NA,NA,NA,n
100% SYA,80,L80,1.055,51,7,2,NA,NA,NA,n
100% SYA,80,L80,1.055,53,7,3,NA,NA,NA,n
100% SYA,80,L80,1.055,55,7,4,NA,NA,NA,n
100% SYA,80,L80,1.055,57,8,1,NA,NA,NA,n
100% SYA,80,L80,1.055,59,8,2,NA,NA,NA,n
100% SYA,80,L80,1.055,61,8,3,NA,NA,NA,n
100% SYA,80,L80,1.055,63,8,4,NA,NA,NA,n
100% SYA,80,L80,1.055,65,9,1,NA,NA,NA,n
100% SYA,80,L80,1.055,67,9,2,NA,NA,NA,n
100% SYA,80,L80,1.055,69,9,3,NA,NA,NA,n
100% SYA,80,L80,1.055,71,9,4,NA,NA,NA,n
100% SYA,80,L80,1.055,73,10,1,NA,NA,NA,y
100% SYA,80,L80,1.055,75,10,2,NA,NA,NA,y
100% SYA,80,L80,1.055,77,10,3,NA,NA,NA,y
100% SYA,80,L80,1.055,79,10,4,NA,NA,NA,y
100% SYA,80,L80,1.055,81,11,1,NA,NA,NA,y
100% SYA,80,L80,1.055,83,11,2,NA,NA,NA,y
20% SYA,81,L81,0.935,1,1,1,11,10,0.909090909,n
20% SYA,81,L81,0.935,2,1,NA,4,3,0.75,n
20% SYA,81,L81,0.935,3,1,2,6,6,1,n
20% SYA,81,L81,0.935,4,1,NA,6,6,1,n
20% SYA,81,L81,0.935,5,1,3,16,18,1.125,n
20% SYA,81,L81,0.935,6,1,NA,9,9,1,n
20% SYA,81,L81,0.935,7,1,4,32,29,0.90625,n
20% SYA,81,L81,0.935,9,2,1,35,28,0.8,n
20% SYA,81,L81,0.935,11,2,2,16,15,0.9375,n
20% SYA,81,L81,0.935,13,2,3,6,17,2.833333333,n
20% SYA,81,L81,0.935,15,2,4,24,25,1.041666667,n
20% SYA,81,L81,0.935,17,3,1,18,20,1.111111111,n
20% SYA,81,L81,0.935,19,3,2,13,12,0.923076923,n
20% SYA,81,L81,0.935,21,3,3,19,16,0.842105263,n
20% SYA,81,L81,0.935,23,3,4,12,6,0.5,n
20% SYA,81,L81,0.935,25,4,1,20,18,0.9,n
20% SYA,81,L81,0.935,27,4,2,15,15,1,n
20% SYA,81,L81,0.935,29,4,3,16,15,0.9375,n
20% SYA,81,L81,0.935,31,4,4,22,21,0.954545455,n
20% SYA,81,L81,0.935,33,5,1,27,27,1,n
20% SYA,81,L81,0.935,35,5,2,19,12,0.631578947,n
20% SYA,81,L81,0.935,37,5,3,25,9,0.36,n
20% SYA,81,L81,0.935,39,5,4,21,5,0.238095238,n
20% SYA,81,L81,0.935,41,6,1,26,22,0.846153846,n
20% SYA,81,L81,0.935,43,6,2,12,8,0.666666667,n
20% SYA,81,L81,0.935,45,6,3,12,12,1,n
20% SYA,81,L81,0.935,47,6,4,18,13,0.722222222,n
20% SYA,81,L81,0.935,49,7,1,20,10,0.5,n
20% SYA,81,L81,0.935,51,7,2,2,2,1,n
20% SYA,81,L81,0.935,53,7,3,10,8,0.8,n
20% SYA,81,L81,0.935,55,7,4,6,5,0.833333333,n
20% SYA,81,L81,0.935,57,8,1,13,10,0.769230769,n
20% SYA,81,L81,0.935,59,8,2,0,0,0,n
20% SYA,81,L81,0.935,61,8,3,0,0,0,n
20% SYA,81,L81,0.935,63,8,4,0,0,0,n
20% SYA,81,L81,0.935,65,9,1,0,0,0,n
20% SYA,81,L81,0.935,67,9,2,NA,NA,NA,n
20% SYA,81,L81,0.935,69,9,3,NA,NA,NA,n
20% SYA,81,L81,0.935,71,9,4,NA,NA,NA,n
20% SYA,81,L81,0.935,73,10,1,NA,NA,NA,y
20% SYA,81,L81,0.935,75,10,2,NA,NA,NA,y
20% SYA,81,L81,0.935,77,10,3,NA,NA,NA,y
20% SYA,81,L81,0.935,79,10,4,NA,NA,NA,y
20% SYA,81,L81,0.935,81,11,1,NA,NA,NA,y
20% SYA,81,L81,0.935,83,11,2,NA,NA,NA,y
100% SYA,82,L82,1.02,1,1,1,2,2,1,n
100% SYA,82,L82,1.02,2,1,NA,19,20,1.052631579,n
100% SYA,82,L82,1.02,3,1,2,14,10,0.714285714,n
100% SYA,82,L82,1.02,4,1,NA,14,9,0.642857143,n
100% SYA,82,L82,1.02,5,1,3,24,20,0.833333333,n
100% SYA,82,L82,1.02,6,1,NA,14,12,0.857142857,n
100% SYA,82,L82,1.02,7,1,4,46,45,0.97826087,n
100% SYA,82,L82,1.02,9,2,1,51,54,1.058823529,n
100% SYA,82,L82,1.02,11,2,2,30,28,0.933333333,n
100% SYA,82,L82,1.02,13,2,3,20,13,0.65,n
100% SYA,82,L82,1.02,15,2,4,35,36,1.028571429,n
100% SYA,82,L82,1.02,17,3,1,24,20,0.833333333,n
100% SYA,82,L82,1.02,19,3,2,18,15,0.833333333,n
100% SYA,82,L82,1.02,21,3,3,24,19,0.791666667,n
100% SYA,82,L82,1.02,23,3,4,14,14,1,n
100% SYA,82,L82,1.02,25,4,1,30,24,0.8,n
100% SYA,82,L82,1.02,27,4,2,14,13,0.928571429,n
100% SYA,82,L82,1.02,29,4,3,16,16,1,n
100% SYA,82,L82,1.02,31,4,4,26,25,0.961538462,n
100% SYA,82,L82,1.02,33,5,1,33,31,0.939393939,n
100% SYA,82,L82,1.02,35,5,2,23,19,0.826086957,n
100% SYA,82,L82,1.02,37,5,3,12,9,0.75,n
100% SYA,82,L82,1.02,39,5,4,7,4,0.571428571,n
100% SYA,82,L82,1.02,41,6,1,13,8,0.615384615,n
100% SYA,82,L82,1.02,43,6,2,1,0,0,n
100% SYA,82,L82,1.02,45,6,3,0,0,0,n
100% SYA,82,L82,1.02,47,6,4,0,0,0,n
100% SYA,82,L82,1.02,49,7,1,4,4,1,n
100% SYA,82,L82,1.02,51,7,2,0,0,0,n
100% SYA,82,L82,1.02,53,7,3,NA,NA,NA,n
100% SYA,82,L82,1.02,55,7,4,NA,NA,NA,n
100% SYA,82,L82,1.02,57,8,1,NA,NA,NA,n
100% SYA,82,L82,1.02,59,8,2,NA,NA,NA,n
100% SYA,82,L82,1.02,61,8,3,NA,NA,NA,n
100% SYA,82,L82,1.02,63,8,4,NA,NA,NA,n
100% SYA,82,L82,1.02,65,9,1,NA,NA,NA,n
100% SYA,82,L82,1.02,67,9,2,NA,NA,NA,n
100% SYA,82,L82,1.02,69,9,3,NA,NA,NA,n
100% SYA,82,L82,1.02,71,9,4,NA,NA,NA,n
100% SYA,82,L82,1.02,73,10,1,NA,NA,NA,y
100% SYA,82,L82,1.02,75,10,2,NA,NA,NA,y
100% SYA,82,L82,1.02,77,10,3,NA,NA,NA,y
100% SYA,82,L82,1.02,79,10,4,NA,NA,NA,y
100% SYA,82,L82,1.02,81,11,1,NA,NA,NA,y
100% SYA,82,L82,1.02,83,11,2,NA,NA,NA,y
20% SYA,83,L83,0.9,1,1,1,10,10,1,n
20% SYA,83,L83,0.9,2,1,NA,6,6,1,n
20% SYA,83,L83,0.9,3,1,2,10,9,0.9,n
20% SYA,83,L83,0.9,4,1,NA,2,1,0.5,n
20% SYA,83,L83,0.9,5,1,3,20,19,0.95,n
20% SYA,83,L83,0.9,6,1,NA,7,8,1.142857143,n
20% SYA,83,L83,0.9,7,1,4,1,1,1,n
20% SYA,83,L83,0.9,9,2,1,30,35,1.166666667,n
20% SYA,83,L83,0.9,11,2,2,18,17,0.944444444,n
20% SYA,83,L83,0.9,13,2,3,15,15,1,n
20% SYA,83,L83,0.9,15,2,4,11,8,0.727272727,n
20% SYA,83,L83,0.9,17,3,1,24,25,1.041666667,n
20% SYA,83,L83,0.9,19,3,2,7,4,0.571428571,n
20% SYA,83,L83,0.9,21,3,3,9,7,0.777777778,n
20% SYA,83,L83,0.9,23,3,4,14,10,0.714285714,n
20% SYA,83,L83,0.9,25,4,1,32,31,0.96875,n
20% SYA,83,L83,0.9,27,4,2,12,13,1.083333333,n
20% SYA,83,L83,0.9,29,4,3,20,19,0.95,n
20% SYA,83,L83,0.9,31,4,4,24,25,1.041666667,n
20% SYA,83,L83,0.9,33,5,1,37,33,0.891891892,n
20% SYA,83,L83,0.9,35,5,2,10,4,0.4,n
20% SYA,83,L83,0.9,37,5,3,24,26,1.083333333,n
20% SYA,83,L83,0.9,39,5,4,23,17,0.739130435,n
20% SYA,83,L83,0.9,41,6,1,21,20,0.952380952,n
20% SYA,83,L83,0.9,43,6,2,9,7,0.777777778,n
20% SYA,83,L83,0.9,45,6,3,2,2,1,n
20% SYA,83,L83,0.9,47,6,4,15,13,0.866666667,n
20% SYA,83,L83,0.9,49,7,1,11,10,0.909090909,n
20% SYA,83,L83,0.9,51,7,2,2,1,0.5,n
20% SYA,83,L83,0.9,53,7,3,0,0,0,n
20% SYA,83,L83,0.9,55,7,4,0,0,0,n
20% SYA,83,L83,0.9,57,8,1,0,0,0,n
20% SYA,83,L83,0.9,59,8,2,0,0,0,n
20% SYA,83,L83,0.9,61,8,3,NA,NA,NA,n
20% SYA,83,L83,0.9,63,8,4,NA,NA,NA,n
20% SYA,83,L83,0.9,65,9,1,NA,NA,NA,n
20% SYA,83,L83,0.9,67,9,2,NA,NA,NA,n
20% SYA,83,L83,0.9,69,9,3,NA,NA,NA,n
20% SYA,83,L83,0.9,71,9,4,NA,NA,NA,n
20% SYA,83,L83,0.9,73,10,1,NA,NA,NA,y
20% SYA,83,L83,0.9,75,10,2,NA,NA,NA,y
20% SYA,83,L83,0.9,77,10,3,NA,NA,NA,y
20% SYA,83,L83,0.9,79,10,4,NA,NA,NA,y
20% SYA,83,L83,0.9,81,11,1,NA,NA,NA,y
20% SYA,83,L83,0.9,83,11,2,NA,NA,NA,y
100% SYA,84,L84,1.06,1,1,1,14,17,1.214285714,n
100% SYA,84,L84,1.06,2,1,NA,5,5,1,n
100% SYA,84,L84,1.06,3,1,2,7,6,0.857142857,n
100% SYA,84,L84,1.06,4,1,NA,12,8,0.666666667,n
100% SYA,84,L84,1.06,5,1,3,16,14,0.875,n
100% SYA,84,L84,1.06,6,1,NA,6,6,1,n
100% SYA,84,L84,1.06,7,1,4,9,6,0.666666667,n
100% SYA,84,L84,1.06,9,2,1,14,12,0.857142857,n
100% SYA,84,L84,1.06,11,2,2,8,8,1,n
100% SYA,84,L84,1.06,13,2,3,3,3,1,n
100% SYA,84,L84,1.06,15,2,4,6,2,0.333333333,n
100% SYA,84,L84,1.06,17,3,1,4,0,0,n
100% SYA,84,L84,1.06,19,3,2,2,1,0.5,n
100% SYA,84,L84,1.06,21,3,3,1,1,1,n
100% SYA,84,L84,1.06,23,3,4,0,0,0,n
100% SYA,84,L84,1.06,25,4,1,9,0,0,n
100% SYA,84,L84,1.06,27,4,2,0,2,0,n
100% SYA,84,L84,1.06,29,4,3,2,2,1,n
100% SYA,84,L84,1.06,31,4,4,3,2,0.666666667,n
100% SYA,84,L84,1.06,33,5,1,2,2,1,n
100% SYA,84,L84,1.06,35,5,2,4,0,0,n
100% SYA,84,L84,1.06,37,5,3,0,3,0,n
100% SYA,84,L84,1.06,39,5,4,1,0,0,n
100% SYA,84,L84,1.06,41,6,1,3,5,1.666666667,n
100% SYA,84,L84,1.06,43,6,2,0,0,0,n
100% SYA,84,L84,1.06,45,6,3,0,0,0,n
100% SYA,84,L84,1.06,47,6,4,0,0,0,n
100% SYA,84,L84,1.06,49,7,1,4,2,0.5,n
100% SYA,84,L84,1.06,51,7,2,0,0,0,n
100% SYA,84,L84,1.06,53,7,3,NA,NA,NA,n
100% SYA,84,L84,1.06,55,7,4,NA,NA,NA,n
100% SYA,84,L84,1.06,57,8,1,NA,NA,NA,n
100% SYA,84,L84,1.06,59,8,2,NA,NA,NA,n
100% SYA,84,L84,1.06,61,8,3,NA,NA,NA,n
100% SYA,84,L84,1.06,63,8,4,NA,NA,NA,n
100% SYA,84,L84,1.06,65,9,1,NA,NA,NA,n
100% SYA,84,L84,1.06,67,9,2,NA,NA,NA,n
100% SYA,84,L84,1.06,69,9,3,NA,NA,NA,n
100% SYA,84,L84,1.06,71,9,4,NA,NA,NA,n
100% SYA,84,L84,1.06,73,10,1,NA,NA,NA,y
100% SYA,84,L84,1.06,75,10,2,NA,NA,NA,y
100% SYA,84,L84,1.06,77,10,3,NA,NA,NA,y
100% SYA,84,L84,1.06,79,10,4,NA,NA,NA,y
100% SYA,84,L84,1.06,81,11,1,NA,NA,NA,y
100% SYA,84,L84,1.06,83,11,2,NA,NA,NA,y
120% SYA,85,L85,0.99,1,1,1,7,8,1.142857143,n
120% SYA,85,L85,0.99,2,1,NA,13,12,0.923076923,n
120% SYA,85,L85,0.99,3,1,2,15,14,0.933333333,n
120% SYA,85,L85,0.99,4,1,NA,9,9,1,n
120% SYA,85,L85,0.99,5,1,3,16,12,0.75,n
120% SYA,85,L85,0.99,6,1,NA,0,0,0,n
120% SYA,85,L85,0.99,7,1,4,0,0,0,n
120% SYA,85,L85,0.99,9,2,1,55,54,0.981818182,n
120% SYA,85,L85,0.99,11,2,2,20,16,0.8,n
120% SYA,85,L85,0.99,13,2,3,29,25,0.862068966,n
120% SYA,85,L85,0.99,15,2,4,4,4,1,n
120% SYA,85,L85,0.99,17,3,1,45,40,0.888888889,n
120% SYA,85,L85,0.99,19,3,2,24,22,0.916666667,n
120% SYA,85,L85,0.99,21,3,3,12,7,0.583333333,n
120% SYA,85,L85,0.99,23,3,4,23,10,0.434782609,n
120% SYA,85,L85,0.99,25,4,1,13,12,0.923076923,n
120% SYA,85,L85,0.99,27,4,2,NA,NA,NA,n
120% SYA,85,L85,0.99,29,4,3,NA,NA,NA,n
120% SYA,85,L85,0.99,31,4,4,NA,NA,NA,n
120% SYA,85,L85,0.99,33,5,1,NA,NA,NA,n
120% SYA,85,L85,0.99,35,5,2,NA,NA,NA,n
120% SYA,85,L85,0.99,37,5,3,NA,NA,NA,n
120% SYA,85,L85,0.99,39,5,4,NA,NA,NA,n
120% SYA,85,L85,0.99,41,6,1,NA,NA,NA,n
120% SYA,85,L85,0.99,43,6,2,NA,NA,NA,n
120% SYA,85,L85,0.99,45,6,3,NA,NA,NA,n
120% SYA,85,L85,0.99,47,6,4,NA,NA,NA,n
120% SYA,85,L85,0.99,49,7,1,NA,NA,NA,n
120% SYA,85,L85,0.99,51,7,2,NA,NA,NA,n
120% SYA,85,L85,0.99,53,7,3,NA,NA,NA,n
120% SYA,85,L85,0.99,55,7,4,NA,NA,NA,n
120% SYA,85,L85,0.99,57,8,1,NA,NA,NA,n
120% SYA,85,L85,0.99,59,8,2,NA,NA,NA,n
120% SYA,85,L85,0.99,61,8,3,NA,NA,NA,n
120% SYA,85,L85,0.99,63,8,4,NA,NA,NA,n
120% SYA,85,L85,0.99,65,9,1,NA,NA,NA,n
120% SYA,85,L85,0.99,67,9,2,NA,NA,NA,n
120% SYA,85,L85,0.99,69,9,3,NA,NA,NA,n
120% SYA,85,L85,0.99,71,9,4,NA,NA,NA,n
120% SYA,85,L85,0.99,73,10,1,NA,NA,NA,n
120% SYA,85,L85,0.99,75,10,2,NA,NA,NA,n
120% SYA,85,L85,0.99,77,10,3,NA,NA,NA,n
120% SYA,85,L85,0.99,79,10,4,NA,NA,NA,y
120% SYA,85,L85,0.99,81,11,1,NA,NA,NA,y
120% SYA,85,L85,0.99,83,11,2,NA,NA,NA,y
100% SYA,86,L86,1.05,1,1,1,2,1,0.5,n
100% SYA,86,L86,1.05,2,1,NA,8,1,0.125,n
100% SYA,86,L86,1.05,3,1,2,13,0,0,n
100% SYA,86,L86,1.05,4,1,NA,0,0,0,n
100% SYA,86,L86,1.05,5,1,3,12,0,0,n
100% SYA,86,L86,1.05,6,1,NA,0,0,0,n
100% SYA,86,L86,1.05,7,1,4,6,0,0,n
100% SYA,86,L86,1.05,9,2,1,41,34,0.829268293,n
100% SYA,86,L86,1.05,11,2,2,39,38,0.974358974,n
100% SYA,86,L86,1.05,13,2,3,20,18,0.9,n
100% SYA,86,L86,1.05,15,2,4,39,39,1,n
100% SYA,86,L86,1.05,17,3,1,25,19,0.76,n
100% SYA,86,L86,1.05,19,3,2,18,11,0.611111111,n
100% SYA,86,L86,1.05,21,3,3,4,2,0.5,n
100% SYA,86,L86,1.05,23,3,4,8,5,0.625,n
100% SYA,86,L86,1.05,25,4,1,33,30,0.909090909,n
100% SYA,86,L86,1.05,27,4,2,17,17,1,n
100% SYA,86,L86,1.05,29,4,3,16,12,0.75,n
100% SYA,86,L86,1.05,31,4,4,31,30,0.967741935,n
